source_capture_id,source_id,restaurant_id,captured_at,captured_by,capture_method,source_url,source_final_url,source_title,source_published_at,source_observed_at,evidence_type,extracted_text_or_confirmation_note,content_hash,screenshot_path,archive_url_or_path,metadata_json,capture_status,notes,fixture_data_class,is_live_data,prototype_notice
cap-tacobaby-2026-06-01,src-tacobaby-primary,tacobaby,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://tacobabyusa.com/,https://tacobabyusa.com/,Tacobaby primary source,,2026-06-01,manual_note,Official homepage source has daily/lunch-special signals per research; exact claims need capture before publication.,,,fixtures/prototype/evidence/verified-static/src-tacobaby-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-true-blue-butcher-table-2026-06-01,src-true-blue-butcher-table-primary,true-blue-butcher-table,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://www.wearetrueblue.com/truebluebutcherandtable,https://www.wearetrueblue.com/truebluebutcherandtable,True Blue Butcher & Table primary source,,2026-06-01,manual_note,Official source has weekly-deal signals from research; distinguish from other True Blue concepts.,,,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-za-pie-pizzeria-2026-06-01,src-za-pie-pizzeria-primary,za-pie-pizzeria,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://www.zapie.com/,https://www.zapie.com/,Za Pie Pizzeria primary source,,2026-06-01,manual_note,Official menu has standing special/combo signals; verify before treating as public deal.,,,fixtures/prototype/evidence/verified-static/src-za-pie-pizzeria-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-tomiko-san-2026-06-01,src-tomiko-san-primary,tomiko-san,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://www.tomiko-san.com/,https://www.tomiko-san.com/,Tomiko-San primary source,,2026-06-01,manual_note,Official event/source page has sushi hour food signal; mixed food/alcohol copy needs food-safe handling.,,,fixtures/prototype/evidence/verified-static/src-tomiko-san-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-tidewater-oyster-bar-2026-06-01,src-tidewater-oyster-bar-primary,tidewater-oyster-bar,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://tidewateroysterbar.com/,https://tidewateroysterbar.com/,Tidewater Oyster Bar primary source,,2026-06-01,manual_note,Official site states daily/weekly specials and menu links; exact specials may require manual follow-up.,,,fixtures/prototype/evidence/verified-static/src-tidewater-oyster-bar-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-yosake-2026-06-01,src-yosake-primary,yosake,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://yosake.com/,https://yosake.com/,YoSake primary source,,2026-06-01,manual_note,Official menu/source has food happy-hour signals; holiday/takeout exclusions need review.,,,fixtures/prototype/evidence/verified-static/src-yosake-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-pinpoint-restaurant-2026-06-01,src-pinpoint-restaurant-primary,pinpoint-restaurant,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://pinpointrestaurant.com/,https://pinpointrestaurant.com/,PinPoint Restaurant primary source,,2026-06-01,manual_note,Official source has oyster/menu signals; exact special details need current capture.,,,fixtures/prototype/evidence/verified-static/src-pinpoint-restaurant-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-copper-penny-2026-06-01,src-copper-penny-primary,copper-penny,2026-06-01T12:00:00-04:00,codex_research,manual_web_review,https://www.copperpennync.com/,https://www.copperpennync.com/,Copper Penny primary source,,2026-06-01,manual_note,"Official site/menu identifies Wilmington location and food menu; use as menu source, not deal claim yet.",,,fixtures/prototype/evidence/verified-static/src-copper-penny-primary.md,{},captured,Manual seed note from official or official-linked source research. Exact public deal claims require later review.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-ponysaurus-wilmington-2026-06-02,src-ponysaurus-wilmington-primary,ponysaurus-wilmington,2026-06-02T09:30:00-04:00,codex_phase_1d,manual_web_review,https://www.ponysaurusbrewing.com/ilm,https://www.ponysaurusbrewing.com/ilm,Ponysaurus Wilmington official page,,2026-06-02,manual_note,Official Wilmington page lists address and weekly food specials: Monday 1/2 price wings; Tuesday $10 one-topping pizzas; Wednesday 1/2 price burgers including veggie burgers.,sha256:629982a43c96f4763db3eceb881fc8a6a2d8d0d5ff89a0eba344f78bc59e88d6,,fixtures/prototype/evidence/verified-static/src-ponysaurus-wilmington-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:e50b2a244320f11857cc9f96ac2e08d52fa37a55a575f43d0f6fea0707bc1b37"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-ponysaurus-wilmington-primary.md"",""official_url"":""https://www.ponysaurusbrewing.com/ilm""}",captured,Manual source capture from official Wilmington page; food-only public copy required.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-caprice-bistro-2026-06-02,src-caprice-bistro-primary,caprice-bistro,2026-06-02T10:15:00-04:00,codex_phase_1e,manual_web_review,https://www.capricebistro.com/weekly-specials,https://www.capricebistro.com/weekly-specials,Weekly Specials - Caprice Bistro - Wilmington NC,,2026-06-02,manual_note,"Official weekly-specials page lists Wilmington address, Coq au Vin Tuesday every Tuesday, and daily Petit Plates from 4-6 PM.",sha256:067daef1f60e7332bff2a55085b587037afa63cf46bc623d98b55956e7876f25,,fixtures/prototype/evidence/verified-static/src-caprice-bistro-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:7deee52cbbbf4d206158bde4e1ffccf8e527b4ed64650672e08ac11e6c90e57a"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-caprice-bistro-primary.md"",""official_url"":""https://www.capricebistro.com/weekly-specials""}",captured,Manual source capture from official weekly-specials page; public copy suppresses alcohol-only specials and beer/wine pairings.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-hells-kitchen-2026-06-02,src-hells-kitchen-primary,hells-kitchen,2026-06-02T10:15:00-04:00,codex_phase_1e,manual_web_review,https://hellskitchenbar.com/,https://hellskitchenbar.com/,Best Restaurant Downtown | Hell's Kitchen Bar,,2026-06-02,manual_note,Official homepage lists Downtown Wilmington address and Tuesday food special: Meatball Sub & Fries $9.99 under lunch 11am-4pm.,sha256:63cc026f4a6b08fd270a2dce2b0f665962754af82b687f5783afd4fddad762db,,fixtures/prototype/evidence/verified-static/src-hells-kitchen-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:ce91c51895a11ecf585c55229891cc178e4d07e222e1c62602c0c318c70dfd99"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-hells-kitchen-primary.md"",""official_url"":""https://hellskitchenbar.com/""}",captured,Manual source capture from official homepage; public copy suppresses drink specials and alcohol language.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-beat-street-2026-06-02-smashburgers,src-beat-street-primary,beat-street,2026-06-02T13:10:00-04:00,codex_phase_1h,manual_web_review,https://www.beatstreetilm.com/,https://www.beatstreetilm.com/,Beat Street official website,,2026-06-02,manual_note,Official Beat Street site lists specials for Wilmington: $2 tacos Tuesdays 4-7 PM and $7 smashburgers Wednesdays 4-7 PM.,sha256:5988056a4861864d3f273f05c01ee9e0ff59d13b89206a8b32292e03601edc23,,fixtures/prototype/evidence/verified-static/src-beat-street-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:d22ff69bd73737b930e8818f3ae6e479c5c85a4b1b560e2ecfa70caed76d403c"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-beat-street-primary.md"",""official_url"":""https://www.beatstreetilm.com/""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-true-blue-butcher-table-2026-06-02-smash-burgers,src-true-blue-butcher-table-primary,true-blue-butcher-table,2026-06-02T13:10:00-04:00,codex_phase_1h,manual_web_review,https://www.wearetrueblue.com/truebluebutcherandtable,https://www.wearetrueblue.com/truebluebutcherandtable,True Blue Butcher and Table - We Are True Blue,,2026-06-02,manual_note,Official True Blue Butcher & Table page lists Weekly Deals & Experiences including Smash Burger Wednesday every Wednesday 4pm-7pm and $7 Smash Burgers.,sha256:58f9d1ea99987f0067d15584209f5e91b7a2168f47b5a61ee3464afcd9ae202b,,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:27a3c022f254c46f9315f66952bbdfb8da66cc7c8adacae2a6ec1772d4f89a1d"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md"",""official_url"":""https://www.wearetrueblue.com/truebluebutcherandtable""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-rx-chicken-oysters-2026-06-02-oyster-happy-hour,src-rx-chicken-oysters-primary,rx-chicken-oysters,2026-06-02T13:10:00-04:00,codex_phase_1h,manual_web_review,https://www.rxwilmington.com/,https://www.rxwilmington.com/,Rx Chicken & Oysters official website,,2026-06-02,manual_note,Official Rx Chicken & Oysters homepage lists Weekly Specials: Wednesday-Friday Oyster Happy Hour with 1/2 price oysters on the half shell from 5-6pm.,sha256:c0c9f3d98fc27a92ab72b347d4a4b3544841f3efbdd8d83b0fe03e15cd3e955a,,fixtures/prototype/evidence/verified-static/src-rx-chicken-oysters-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:0904ea59be860cdeb7a3535630baf04b3a4c967b495e7d5490131339a2527a4d"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-rx-chicken-oysters-primary.md"",""official_url"":""https://www.rxwilmington.com/""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-south-front-tavern-2026-06-02-weekly-food-specials,src-south-front-tavern-primary,south-front-tavern,2026-06-02T14:20:00-04:00,codex_phase_1i,manual_web_review,https://www.southfronttavern.com/,https://www.southfronttavern.com/,South Front Tavern official website,,2026-06-02,manual_note,"Official South Front Tavern site lists weekly specials: Monday $4 Empanadas; Wednesday all quesadillas are 1/2 price (Chicken, Shrimp, Steak, Mushroom; dine-in only); Thursday $5 SmashBurger with Tavern Fries (dine-in only); Friday $5 Bar Bites from 12-6. The same page lists 1540 S. 2nd Street #110, Wilmington, NC 28401.",sha256:c693e2d78fab99209c72ab4fbc65874e6f4e0d381cf810ec6e1105a93a21af8d,,fixtures/prototype/evidence/verified-static/src-south-front-tavern-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:b695004fc49644bdbf17a579c6e492a90f224fbbc61fe2097ff9220f780dddbf"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-south-front-tavern-primary.md"",""official_url"":""https://www.southfronttavern.com/""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-the-cardinal-2026-06-02-weekly-food-specials,src-the-cardinal-primary,the-cardinal,2026-06-02T14:20:00-04:00,codex_phase_1i,manual_web_review,https://thecardinalilm.com/,https://thecardinalilm.com/,The Cardinal official website,,2026-06-02,manual_note,"Official The Cardinal site lists weekly specials: Tuesday Half Price Pizza and Wednesday $5 Burgers. The page says specials are dine-in only and lists 3315 Masonboro Loop Road #110, Wilmington NC 28409.",sha256:547cc2b4568a10d607862da577e137377ea5c6b3252e475a7bd8a950e7fe56b5,,fixtures/prototype/evidence/verified-static/src-the-cardinal-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:270cf0e6eee83a29b0cec0d4c17c66951d3bc239a47344a6d2374d7be2bb5af9"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-the-cardinal-primary.md"",""official_url"":""https://thecardinalilm.com/""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-kornerstone-bistro-2026-06-02-weekly-food-specials,src-kornerstone-bistro-primary,kornerstone-bistro,2026-06-02T14:20:00-04:00,codex_phase_1i,manual_web_review,https://www.kornerstonebistro.com/,https://www.kornerstonebistro.com/,Kornerstone Bistro official website,,2026-06-02,manual_note,"Official Kornerstone Bistro site lists weekly specials including Monday Kids Eat Free dine-in only and Tuesday 1/2 Price Mussels. The page lists 8262 Market Street, Wilmington, NC 28411.",sha256:58a4fb83bece32e176fa9f3917f559f0d57f331a60dc707da1e8f317834e9bb7,,fixtures/prototype/evidence/verified-static/src-kornerstone-bistro-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:c19e8197c3101fca5e812e4142160fddc62c77ac1983dc4edcb9d1045a7007cf"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-kornerstone-bistro-primary.md"",""official_url"":""https://www.kornerstonebistro.com/""}",captured,Manual source capture from official page; public copy is food-only and static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-caprice-bistro-2026-06-02-expanded-specials,src-caprice-bistro-primary,caprice-bistro,2026-06-02T15:00:00-04:00,codex_phase_1j,manual_web_review,https://www.capricebistro.com/weekly-specials,https://www.capricebistro.com/weekly-specials,Weekly Specials - Caprice Bistro - Wilmington NC,,2026-06-02,manual_note,"Official weekly-specials page lists Caprice Bistro at 10 Market St, Wilmington, NC 28401 and supports: Mussel Mondays every Monday with Mussels & Frites for $15; Daily Petit Plates every Monday-Sunday from 4:00 PM to 6:00 PM at the bar, bistro tables, sofa lounge, or outdoor tables, with $7 petit plate items. Public copy suppresses beer, wine, martini, and champagne language.",sha256:5dac35a6647ae208d32c22422b237e5863784bb8bc1a16e949f3098844112907,,fixtures/prototype/evidence/verified-static/src-caprice-bistro-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:7deee52cbbbf4d206158bde4e1ffccf8e527b4ed64650672e08ac11e6c90e57a"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-caprice-bistro-primary.md"",""official_url"":""https://www.capricebistro.com/weekly-specials""}",captured,Manual source capture from official weekly-specials page; public copy suppresses alcohol-only and drink-adjacent specials.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-true-blue-butcher-table-2026-06-02-half-priced-appetizers,src-true-blue-butcher-table-primary,true-blue-butcher-table,2026-06-02T15:00:00-04:00,codex_phase_1j,manual_web_review,https://www.wearetrueblue.com/truebluebutcherandtable,https://www.wearetrueblue.com/truebluebutcherandtable,True Blue Butcher and Table - We Are True Blue,,2026-06-02,manual_note,"Official True Blue Butcher & Table page lists 1125 Military Cutoff Road Suite A, Wilmington NC 28405 and supports Friday-Saturday happy hour from 3pm-6pm with half-priced appetizers at the bar or on the patio. Public copy suppresses wine and mimosa language.",sha256:5c5238038e8bb838d28ec4fb886f5419434deb8422ec7062a491ada037c4851c,,fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:27a3c022f254c46f9315f66952bbdfb8da66cc7c8adacae2a6ec1772d4f89a1d"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-true-blue-butcher-table-primary.md"",""official_url"":""https://www.wearetrueblue.com/truebluebutcherandtable""}",captured,Manual source capture from official page; public copy is food-only and concept-specific.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
cap-za-pie-pizzeria-2026-06-02-menu-specials,src-za-pie-pizzeria-primary,za-pie-pizzeria,2026-06-02T15:00:00-04:00,codex_phase_1j,manual_web_review,https://www.zapie.com/menu,https://www.zapie.com/menu,Menu - ZaPie Wilmington NC,,2026-06-02,manual_note,"Official Za Pie menu lists Wilmington NC carryout/delivery menu specials: One Stop Special, an 18 inch one-topping pizza for $20.25, pick-up only; Dinner For Two, one 14 inch two-topping pizza and two salads for $28.99. Standing menu specials have no narrowed day/time on the source.",sha256:45b99f139a995d69d89a4060ee3bf3ed9d163f4635d1093d401e386a6fc2cc57,,fixtures/prototype/evidence/verified-static/src-za-pie-pizzeria-primary.md,"{""hash_subject"":""extracted_text_or_confirmation_note"",""evidence_file_sha256"":""sha256:a7838a081a15d17f0a7a49f67caaa1e6b0bb9249bb2de69aeef1f569a0fc0a93"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-za-pie-pizzeria-primary.md"",""official_url"":""https://www.zapie.com/menu""}",captured,Manual source capture from official menu; static prototype only.,verified_static,false,Static prototype data. Deal availability is not live and must be confirmed against the listed evidence date.
